GeneId	x
ENSP00000456166	0.235753098591782
ENSP00000435945	0.742195851197423
ENSP00000392395	-0.339226419849305
ENSP00000388018	1.16148728225334
ENSP00000469850	1.45413216974211
ENSP00000436582	-0.879797453123233
ENSP00000373651	0.165156624051331
ENSP00000473669	0.864385326868953
ENSP00000298190	1.8874291950708
ENSP00000454094	0.648290870439929
ENSP00000430280	-1.63035289328514
ENSP00000476962	-0.313427952199658
ENSP00000465514	0.227262357907608
ENSP00000434289	-0.802902493182458
ENSP00000309653	0.154719933430217
ENSP00000433329	0.810741646527745
ENSP00000408295	0.546083708105148
ENSP00000418581	-1.09061679101536
ENSP00000432865	0.443122949856551
ENSP00000301260	0.159014252492507
ENSP00000435217	0.436518361651637
ENSP00000270594	0.752603358341468
ENSP00000322837	0.555778861658017
ENSP00000306974	-0.8678284060764
ENSP00000407849	-0.0792758108223411
ENSP00000461214	0.277315106969278
ENSP00000376007	-0.253746632308462
ENSP00000463847	1.2096201340642
ENSP00000473462	-0.549044055196865
ENSP00000362805	-0.0790999709874825
ENSP00000388915	-2.03971657317564
ENSP00000365601	-0.241788325513293
ENSP00000392352	0.333719668008972
ENSP00000401624	0.151709119441218
ENSP00000443176	-1.43358389223449
ENSP00000411700	2.11208279576466
ENSP00000321071	-0.509115989578398
ENSP00000439667	0.810358163228952
ENSP00000475893	-0.0776376105323661
ENSP00000469268	-0.552667250396584
ENSP00000466704	0.608950680136288
ENSP00000392580	0.276678088720985
ENSP00000413261	2.05064850710382
ENSP00000438031	-0.703503225731966
ENSP00000412519	0.777271790258961
ENSP00000416535	-0.386802008743183
ENSP00000440038	-0.309015398996599
ENSP00000310182	-0.728577729401898
ENSP00000448067	0.705090196215206
ENSP00000426213	-1.60983287645862
ENSP00000447465	-0.134290728496652
ENSP00000399119	2.1816776256224
ENSP00000412346	-0.585889188844605
ENSP00000385334	0.746128153502355
ENSP00000260058	-1.04859930322581
ENSP00000431539	-0.864091351466973
ENSP00000361498	-1.24391789234567
ENSP00000451775	2.62208837213506
ENSP00000477311	2.4345827338357
ENSP00000457000	-1.59306343114536
ENSP00000400385	1.7134123318243
ENSP00000432287	-0.764973463677711
ENSP00000432690	0.303001985899113
ENSP00000427029	-1.02768871765357
ENSP00000446451	-0.843955812267325
ENSP00000265261	-0.649443291024741
ENSP00000323328	-1.76858364028755
ENSP00000423295	-0.939633241687716
ENSP00000386899	-0.689242681717573
ENSP00000326397	-1.5952438220853
ENSP00000353422	0.705385440133996
ENSP00000345761	-1.25206045295161
ENSP00000401049	-1.20172098706539
ENSP00000449046	-0.970744075921386
ENSP00000436888	-0.749290567780688
ENSP00000464633	1.05411869008608
ENSP00000427855	0.614714388386597
ENSP00000452201	-0.304528503421872
ENSP00000435473	0.828095669948013
ENSP00000369055	0.464360752322651
ENSP00000389142	0.579497109163687
ENSP00000408592	-0.416233248921704
ENSP00000417788	0.713572122918362
ENSP00000457249	-0.588648572174802
ENSP00000398327	-0.383280175292947
ENSP00000342159	-1.34356009518845
ENSP00000447063	-1.82067657197649
ENSP00000446906	-0.975230175700463
ENSP00000337040	-0.197590989036381
ENSP00000430048	-0.358611178033081
ENSP00000460958	0.899149923366568
ENSP00000449205	-2.1320157779616
ENSP00000382707	0.330948373984164
ENSP00000445056	0.0567697232233789
ENSP00000477205	0.394419345367178
ENSP00000434085	-1.3557902284529
ENSP00000467743	-1.11653793459206
ENSP00000450648	-0.376198331543487
ENSP00000379157	-0.824388596167409
ENSP00000401738	-1.11711239098787
ENSP00000266546	1.19008531886215
ENSP00000358716	1.57411538742149
ENSP00000452227	-2.05968299029621
ENSP00000451230	-1.78485361068675
ENSP00000435976	1.79674276543298
ENSP00000236938	-0.613232552294077
ENSP00000398937	-0.768969228336705
ENSP00000349358	-0.629008533362129
ENSP00000368452	-0.7420370041589
ENSP00000258646	-0.769200142333318
ENSP00000391874	0.897613287505343
ENSP00000449648	0.949142780553695
ENSP00000400868	-0.589932936925402
ENSP00000452787	-1.0900450937936
ENSP00000457043	1.17758702475408
ENSP00000460061	-0.744770105956646
ENSP00000372718	-0.265635411808128
ENSP00000377660	1.70700190133113
