kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
55 2717 GLA gene 590 473 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
57 5211 PFKL gene 964 576 46 17 -1.6437603397521 -0.248543197225825 1.02894927523458 #00FF00 #9EDE9E #FF0000
61 2717 GLA gene 628 563 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
64 2548 GAA gene 762 515 46 17 0.371520869624304 0.355354120193591 0.377959570348351 #DE9E9E #DE9E9E #DE9E9E
65 2717 GLA gene 739 422 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
68 231 AKR1B1 gene 196 742 46 17 -1.16076458287628 -1.31900169333488 1.05221806970793 #00FF00 #00FF00 #FF0000
69 2717 GLA gene 116 681 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
70 2717 GLA gene 116 620 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
71 2717 GLA gene 116 558 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
72 2717 GLA gene 116 498 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
73 2645 GCK gene 428 475 46 17 -0.0576779971327319 0.000296897229924653 0.0205901513086575 #D3D3D3 #D3D3D3 #D3D3D3
74 3098 HK1 gene 428 454 46 17 0.736322725465103 0.614081286968101 0.608808384948644 #F43535 #F43535 #F43535
75 3938 LCT gene 193 414 46 17 -0.209699414961413 0.0128591543947687 -0.0440074488994773 #9EDE9E #D3D3D3 #D3D3D3
76 2720 GLB1 gene 193 393 46 17 1.01487519014542 0.547958852514499 0.261772316981404 #FF0000 #E96A6A #DE9E9E
77 5236 PGM1 gene 505 403 46 17 0.156322795296463 -0.102349742908553 -0.162988474019395 #D3D3D3 #D3D3D3 #D3D3D3
78 2683 B4GALT1 gene 332 404 46 17 -0.34236517853754 -1.56690832492937 -2.6576203130086 #9EDE9E #00FF00 #00FF00
79 2582 GALE gene 566 281 46 17 -0.127027835461361 0.38702069086325 0.0725417265995318 #D3D3D3 #DE9E9E #D3D3D3
80 7360 UGP2 gene 505 252 46 17 0.887119755237635 0.114770218194838 0.30328862061892 #FF0000 #D3D3D3 #DE9E9E
82 2592 GALT gene 354 281 46 17 -0.806264609500879 -0.855580116119641 -0.212339560655732 #00FF00 #00FF00 #9EDE9E
99 2538 G6PC gene 427 432 46 17 -0.171383029143597 0.399166364814695 -0.281244649522735 #D3D3D3 #DE9E9E #9EDE9E
111 2717 GLA gene 709 601 46 17 0.0812596570403166 1.08922732840896 -0.0151558915921193 #D3D3D3 #FF0000 #D3D3D3
156 6476 SI gene 812 515 46 17 -0.115749670822963 0.00702830948393096 0.033118011417419 #D3D3D3 #D3D3D3 #D3D3D3
171 2584 GALK1 gene 245 281 46 17 -0.159777396912838 0.0661141532611911 -0.0279085802658789 #D3D3D3 #D3D3D3 #D3D3D3
172 130589 GALM gene 163 281 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
