kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
38 2194 FASN gene 845 717 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
39 55301 OLAH gene 729 717 46 17 -0.392891176140456 -0.177042674973976 -0.0542763103876114 #9EDE9E #D3D3D3 #D3D3D3
41 55301 OLAH gene 588 717 46 17 -0.392891176140456 -0.177042674973976 -0.0542763103876114 #9EDE9E #D3D3D3 #D3D3D3
42 55301 OLAH gene 445 717 46 17 -0.392891176140456 -0.177042674973976 -0.0542763103876114 #9EDE9E #D3D3D3 #D3D3D3
53 54995 OXSM gene 1264 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
58 54995 OXSM gene 1037 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
59 54995 OXSM gene 895 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
60 54995 OXSM gene 754 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
61 54995 OXSM gene 612 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
62 54995 OXSM gene 470 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
63 54995 OXSM gene 328 339 46 17 0.302777933126705 0.220911885170251 0.00959018673341916 #DE9E9E #DE9E9E #D3D3D3
69 2194 FASN gene 987 717 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
72 2194 FASN gene 987 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
74 2194 FASN gene 987 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
77 2194 FASN gene 987 404 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
80 2194 FASN gene 987 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
83 2194 FASN gene 845 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
85 2194 FASN gene 845 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
88 2194 FASN gene 845 404 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
91 2194 FASN gene 845 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
94 2194 FASN gene 704 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
96 2194 FASN gene 704 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
99 2194 FASN gene 704 404 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
102 2194 FASN gene 704 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
105 2194 FASN gene 562 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
107 2194 FASN gene 562 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
110 2194 FASN gene 562 404 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
113 2194 FASN gene 562 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
116 2194 FASN gene 420 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
118 2194 FASN gene 420 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
121 2194 FASN gene 420 404 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
124 2194 FASN gene 420 310 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
127 2194 FASN gene 278 597 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
129 2194 FASN gene 278 495 46 17 0.0242731112138976 0.0407129779829285 0.0361300717092945 #D3D3D3 #D3D3D3 #D3D3D3
