kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
10 4329 ALDH6A1 gene 202 325 46 17 0.746866833206171 0.0528781211285212 -0.813691454398512 #D3D3D3 #9EDE9E #00FF00
12 31 ACACA gene 202 237 46 17 -0.482829116042531 -0.757150415554218 -0.631192574834698 #35F435 #00FF00 #35F435
14 23417 MLYCD gene 202 196 46 17 -0.251450396367465 -0.371508854396314 -0.219749349214628 #6AE96A #6AE96A #6AE96A
21 18 ABAT gene 319 378 46 17 2.78549061276607 -0.327235932649068 -0.636358709405431 #FF0000 #6AE96A #35F435
29 26275 HIBCH gene 418 327 46 17 0.769797009391658 -0.114395529428588 -0.529197665232175 #D3D3D3 #6AE96A #35F435
59 4329 ALDH6A1 gene 921 390 46 17 0.746866833206171 0.0528781211285212 -0.813691454398512 #D3D3D3 #9EDE9E #00FF00
60 4329 ALDH6A1 gene 857 538 46 17 0.746866833206171 0.0528781211285212 -0.813691454398512 #D3D3D3 #9EDE9E #00FF00
62 84693 MCEE gene 778 494 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
63 5095 PCCA gene 685 390 46 17 1.19029289224961 -0.300874419131594 -0.478119452592777 #E96A6A #6AE96A #35F435
65 55862 ECHDC1 gene 801 390 46 17 0.162456902810799 0.090195705244402 0.196080609229972 #9EDE9E #9EDE9E #9EDE9E
67 79611 ACSS3 gene 800 282 46 17 0.0732513506532015 -0.215322044816453 0.191928577921018 #9EDE9E #6AE96A #9EDE9E
68 79611 ACSS3 gene 800 196 46 17 0.0732513506532015 -0.215322044816453 0.191928577921018 #9EDE9E #6AE96A #9EDE9E
70 55902 ACSS2 gene 750 282 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
71 55902 ACSS2 gene 750 196 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
77 3945 LDHB gene 603 90 46 17 -0.274531199948266 0.187504998224335 -0.143856148693152 #6AE96A #9EDE9E #6AE96A
83 1892 ECHS1 gene 504 327 46 17 -0.787881270160084 0.10146313742811 -0.340869714405555 #00FF00 #9EDE9E #6AE96A
106 34 ACADM gene 601 327 46 17 0.731463851750625 0.318627337872371 -0.578561623518672 #D3D3D3 #D3D3D3 #35F435
111 4594 MUT gene 779 577 46 17 0.413144631593626 0.0633322291375098 -0.368994198490086 #D3D3D3 #9EDE9E #6AE96A
119 8801 SUCLG2 gene 835 630 46 17 1.67147604093531 0.266599902223215 -0.916515826970517 #F43535 #D3D3D3 #00FF00
120 8801 SUCLG2 gene 835 609 46 17 1.67147604093531 0.266599902223215 -0.916515826970517 #F43535 #D3D3D3 #00FF00
126 38 ACAT1 gene 130 340 46 17 0.930067435549986 -0.237868340524279 0.195902719099356 #DE9E9E #6AE96A #9EDE9E
