kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
29 5538 PPT1 gene 836 539 46 17 0.328075142311059 0.949862038620764 -0.377278603978356 #D3D3D3 #DE9E9E #6AE96A
30 51102 MECR gene 810 451 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
31 1892 ECHS1 gene 810 370 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
32 3030 HADHA gene 835 285 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
33 3032 HADHB gene 835 204 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
34 51102 MECR gene 668 451 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
35 1892 ECHS1 gene 668 370 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
36 3030 HADHA gene 694 285 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
37 3032 HADHB gene 694 204 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
38 51102 MECR gene 527 451 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
39 1892 ECHS1 gene 527 370 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
40 3030 HADHA gene 552 285 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
41 3032 HADHB gene 553 204 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
42 51102 MECR gene 385 451 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
43 1892 ECHS1 gene 385 370 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
44 3030 HADHA gene 435 285 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
45 3033 HADH gene 385 285 46 17 -0.150868420635504 -0.549937612221534 -0.211597064273358 #6AE96A #35F435 #6AE96A
46 3032 HADHB gene 410 204 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
47 51102 MECR gene 243 451 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
48 1892 ECHS1 gene 243 370 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
49 3030 HADHA gene 293 285 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
50 3033 HADH gene 243 285 46 17 -0.150868420635504 -0.549937612221534 -0.211597064273358 #6AE96A #35F435 #6AE96A
51 3032 HADHB gene 268 204 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
52 51102 MECR gene 101 451 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
53 1892 ECHS1 gene 101 370 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
54 3030 HADHA gene 151 285 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
59 3033 HADH gene 101 285 46 17 -0.150868420635504 -0.549937612221534 -0.211597064273358 #6AE96A #35F435 #6AE96A
60 3032 HADHB gene 126 204 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
113 51144 HSD17B12 gene 551 843 46 17 -0.0229206827466317 0.391823956290848 -0.336608235229491 #9EDE9E #D3D3D3 #6AE96A
114 9524 TECR gene 551 1001 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
115 9200 PTPLA gene 551 923 46 17 1.30114910158385 0.556812309134257 -0.148313713976184 #E96A6A #D3D3D3 #6AE96A
120 1892 ECHS1 gene 189 923 46 17 -0.570626819162225 0.0902785238685078 -0.143231790514855 #35F435 #9EDE9E #6AE96A
121 3033 HADH gene 189 843 46 17 -0.150868420635504 -0.549937612221534 -0.211597064273358 #6AE96A #35F435 #6AE96A
122 3032 HADHB gene 214 768 46 17 0.753083948746678 -0.186100338509464 0.175851494970288 #D3D3D3 #6AE96A #9EDE9E
132 51102 MECR gene 189 1001 46 17 -0.0286628674746261 0.118084652111839 -0.0139299247981874 #9EDE9E #9EDE9E #9EDE9E
133 3030 HADHA gene 239 843 46 17 -0.553266085095874 -0.0967865080364092 -0.0592526832311133 #35F435 #9EDE9E #9EDE9E
137 5538 PPT1 gene 215 1081 46 17 0.328075142311059 0.949862038620764 -0.377278603978356 #D3D3D3 #DE9E9E #6AE96A
141 11332 ACOT7 gene 551 1081 45 16 -0.0364441847795582 2.60738073458072 0.188916668441984 #9EDE9E #FF0000 #9EDE9E
143 6785 ELOVL4 gene 552 768 46 17 2.62114215151339 1.93877257290776 2.12340889564052 #FF0000 #FF0000 #FF0000
