kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
1 4052 LTBP1 gene 153 302 46 17 0.68713095433047 0.682814195343152 1.58729200418148 #F43535 #F43535 #FF0000
2 7057 THBS1 gene 80 279 46 17 1.23961350635988 0.248782213270586 0.632438830029195 #FF0000 #DE9E9E #F43535
3 8454 CUL1 gene 466 266 46 17 0.144842473062908 0.0652169717726689 0.0813772865928222 #D3D3D3 #D3D3D3 #D3D3D3
4 9978 RBX1 gene 466 249 46 17 1.00922721675242 0.286556914548644 -0.0915432970147858 #FF0000 #DE9E9E #D3D3D3
10 4089 SMAD4 gene 517 689 46 17 0.486987406954631 -0.261473429818781 -0.294405509834617 #E96A6A #9EDE9E #9EDE9E
11 4087 SMAD2 gene 517 672 46 17 1.21760341591561 -0.298824022044051 -0.35102039508636 #FF0000 #9EDE9E #9EDE9E
12 4089 SMAD4 gene 517 617 46 17 0.486987406954631 -0.261473429818781 -0.294405509834617 #E96A6A #9EDE9E #9EDE9E
13 4087 SMAD2 gene 517 600 46 17 1.21760341591561 -0.298824022044051 -0.35102039508636 #FF0000 #9EDE9E #9EDE9E
14 92 ACVR2A gene 228 698 46 17 -0.304334182726105 -1.01541832396827 -0.433379928251672 #9EDE9E #00FF00 #6AE96A
15 130399 ACVR1C gene 228 681 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
16 4087 SMAD2 gene 402 681 46 17 1.21760341591561 -0.298824022044051 -0.35102039508636 #FF0000 #9EDE9E #9EDE9E
17 4838 NODAL gene 153 697 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
18 4091 SMAD6 gene 402 645 46 17 0.259020586683181 -0.399765418062168 -0.436229740858432 #DE9E9E #9EDE9E #6AE96A
19 4087 SMAD2 gene 402 608 46 17 1.21760341591561 -0.298824022044051 -0.35102039508636 #FF0000 #9EDE9E #9EDE9E
20 5308 PITX2 gene 767 680 46 17 0.00501218859399888 -0.0144545154362827 -0.0254151271241705 #D3D3D3 #D3D3D3 #D3D3D3
21 6667 SP1 gene 723 399 46 17 -0.0795468710242542 -0.0370893640262562 -0.00920297334549236 #D3D3D3 #D3D3D3 #D3D3D3
22 1387 CREBBP gene 723 382 46 17 1.37229738660234 -0.266917228069927 -0.926858980581453 #FF0000 #9EDE9E #00FF00
23 1030 CDKN2B gene 837 390 46 17 -0.00663424979326077 -0.000396266804838952 0.0109089438061565 #D3D3D3 #D3D3D3 #D3D3D3
24 4609 MYC gene 836 325 46 17 -0.346823941679514 0.0946196360490212 -0.22761584422597 #9EDE9E #D3D3D3 #9EDE9E
25 7027 TFDP1 gene 723 342 46 17 1.01167724772983 0.318263648516908 0.11552466679701 #FF0000 #DE9E9E #D3D3D3
26 1874 E2F4 gene 723 325 46 17 -0.235012631770357 0.811623928280464 0.104299327743406 #9EDE9E #FF0000 #D3D3D3
27 5933 RBL1 gene 723 308 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
28 3397 ID1 gene 769 142 46 17 0.405944261076022 0.19105629784218 -0.692660981851289 #E96A6A #D3D3D3 #35F435
29 92 ACVR2A gene 228 625 46 17 -0.304334182726105 -1.01541832396827 -0.433379928251672 #9EDE9E #00FF00 #6AE96A
30 90 ACVR1 gene 228 608 46 17 0.662665802891184 -0.24497056207299 -0.554241447754285 #F43535 #9EDE9E #6AE96A
31 3624 INHBA gene 153 625 46 17 0.169280245519338 -1.44828484492275 -1.94804164617355 #D3D3D3 #00FF00 #00FF00
32 10468 FST gene 69 636 46 17 -0.137712610803568 0.164325693565574 -0.175641761596381 #D3D3D3 #D3D3D3 #D3D3D3
33 7044 LEFTY2 gene 99 565 46 17 -0.117280172174498 -0.0188855396128238 0.073515389550785 #D3D3D3 #D3D3D3 #D3D3D3
34 6198 RPS6KB1 gene 478 537 46 17 -0.37457317296519 0.377492312837717 0.132834419783324 #9EDE9E #DE9E9E #D3D3D3
35 5515 PPP2CA gene 352 537 46 17 2.4530711591061 1.20443009648888 -0.346630579482989 #FF0000 #FF0000 #9EDE9E
36 6093 ROCK1 gene 478 512 46 17 1.39291180753019 0.0605452098817478 -0.331143378527546 #FF0000 #D3D3D3 #9EDE9E
37 387 RHOA gene 352 512 46 17 1.28804884656465 0.198616132110072 0.580252872887078 #FF0000 #D3D3D3 #E96A6A
38 4089 SMAD4 gene 517 333 46 17 0.486987406954631 -0.261473429818781 -0.294405509834617 #E96A6A #9EDE9E #9EDE9E
39 4087 SMAD2 gene 517 316 46 17 1.21760341591561 -0.298824022044051 -0.35102039508636 #FF0000 #9EDE9E #9EDE9E
40 9372 ZFYVE9 gene 402 357 46 17 -0.003588413350263 -0.182003680301316 0.0910310154406995 #D3D3D3 #D3D3D3 #D3D3D3
41 4087 SMAD2 gene 402 324 46 17 1.21760341591561 -0.298824022044051 -0.35102039508636 #FF0000 #9EDE9E #9EDE9E
42 6500 SKP1 gene 466 283 46 17 0.881980735253034 0.435219735902471 -0.208180366678659 #FF0000 #E96A6A #9EDE9E
43 5594 MAPK1 gene 549 200 46 17 0.336994587339267 -0.105973482323336 0.149347957618593 #DE9E9E #D3D3D3 #D3D3D3
44 4089 SMAD4 gene 517 151 46 17 0.486987406954631 -0.261473429818781 -0.294405509834617 #E96A6A #9EDE9E #9EDE9E
45 4086 SMAD1 gene 517 134 46 17 -0.0578807094778974 0.0273798127692775 0.0252162543235509 #D3D3D3 #D3D3D3 #D3D3D3
46 4091 SMAD6 gene 402 237 46 17 0.259020586683181 -0.399765418062168 -0.436229740858432 #DE9E9E #9EDE9E #6AE96A
47 57154 SMURF1 gene 367 269 46 17 0.105334890636554 0.148845372184711 1.06826162752037 #D3D3D3 #D3D3D3 #FF0000
48 7048 TGFBR2 gene 228 341 46 17 -0.576603629526548 -0.7681201643899 -0.498202142360096 #6AE96A #35F435 #6AE96A
49 7046 TGFBR1 gene 228 324 46 17 -0.236432577478918 -0.0253731302350602 0.0740036158420638 #9EDE9E #D3D3D3 #D3D3D3
50 7040 TGFB1 gene 153 341 46 17 0.115971791685116 -0.741290510682785 -0.436096019913466 #D3D3D3 #35F435 #6AE96A
51 1634 DCN gene 69 347 46 17 -1.06297447006779 -2.0845982515945 -1.7629289218996 #00FF00 #00FF00 #00FF00
52 7124 TNF gene 168 248 46 17 -0.0528692545292602 -0.0806129245546936 0.0268587294108267 #D3D3D3 #D3D3D3 #D3D3D3
53 3458 IFNG gene 168 226 46 17 -0.0528612006434166 -0.026807305649923 0.00891963838902932 #D3D3D3 #D3D3D3 #D3D3D3
54 269 AMHR2 gene 228 159 46 17 -0.337645962412851 -0.457378173730514 -0.238906951645 #9EDE9E #6AE96A #9EDE9E
55 90 ACVR1 gene 228 142 46 17 1.19872970852395 -0.745292496457767 -0.465608167395902 #FF0000 #35F435 #6AE96A
56 268 AMH gene 153 159 46 17 -1.6555497112209 -0.383937925280198 0.0863441376820971 #00FF00 #9EDE9E #D3D3D3
57 9241 NOG gene 168 116 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
59 4086 SMAD1 gene 402 142 46 17 -0.0578807094778974 0.0273798127692775 0.0252162543235509 #D3D3D3 #D3D3D3 #D3D3D3
60 8646 CHRD gene 97 108 46 17 -0.107275457251025 0.0763648200532137 0.0498097625076293 #D3D3D3 #D3D3D3 #D3D3D3
61 25805 BAMBI gene 228 110 46 17 0.461361273174267 -0.523604810104109 0.106808093723169 #E96A6A #6AE96A #D3D3D3
62 25805 BAMBI gene 228 293 46 17 0.461361273174267 -0.523604810104109 0.106808093723169 #E96A6A #6AE96A #D3D3D3
63 25805 BAMBI gene 228 577 46 17 0.461361273174267 -0.523604810104109 0.106808093723169 #E96A6A #6AE96A #D3D3D3
