GeneID	DCIS_1	DCIS_2	DCIS_3
10000	-0.307644803011657	-0.147227694090382	-0.0237848079725982
10001	0.415868045677556	-0.334772587459728	-0.513136907194916
10002	0.198549252264353	0.0378958751402907	0.341865340793341
10003	-0.231552973708022	-0.0965931148518688	-0.104727282977243
100048912	-0.0449072421808854	-0.0520314596982301	0.0363903757833599
10004	-0.0875623713608213	-0.0502772512135126	0.00182113306936227
10005	-0.126266814911332	0.47778743644346	-0.106122480390535
10006	0.650282052697066	0.195060009394105	-0.00535864691789101
10007	0.156691221483623	0.0553516683928343	0.0988623519954821
10009	-0.0192964377452478	0.0051413734793142	-0.0196603248346072
1000	-0.00768965504789243	0.172162087144824	-0.198831429899464
10010	-0.350999948241564	-0.359671734256485	-0.0540199940440491
100127886	-0.185396771503736	-0.0101274310172759	0.0557271185470807
100127972	-0.0049438705419913	-0.0022807423279767	0.00316341745546822
100128008	-0.189191353063317	0.0491337140587156	0.000272936273067792
100128062	1.03921538003391	0.0327963644236995	-0.342966426613046
100128414	-0.000204144753516822	1.2710835403773e-05	-3.18673968138228e-05
100128919	-0.177015021661261	-0.0692979885131546	-0.00487928548289851
100129015	-0.0119307563203206	-9.06429020872679e-05	0.00153274612694343
100129128	0.167667835244798	-0.0531599495469024	0.0065112111942689
100129250	-0.198818033410668	0.0593945762402477	-0.047272417529566
100129271	-0.198938690137889	0.0185197300967896	0.00384710585362757
100129361	0.7054649105245	0.36817554881736	-0.218587970599244
100129410	-4.66331678401488e-05	-3.95442066363216e-05	0.000343241397137817
100129482	-0.147041184015472	-0.157672228374977	-0.0694889808791608
100129500	-0.135912014729307	-0.0624370255645497	0.173047981891325
100129503	-0.193717746655854	-0.116032341478872	0.16011653946637
100129624	-0.0475887426430646	0.0135762924475493	0.0368826755711646
100129656	-0.0912728620905012	0.0621863804611653	0.00453744441773107
100129668	-0.0440042400188938	0.0894193244850952	0.0709809030031066
100129686	-0.0662784429329708	0.0183342741167953	0.030471277164632
100129762	-1.45267877364879	-0.0863869738306153	0.147338506686935
100129973	-0.331317418460097	-0.072371012869981	-0.103754042588672
100130100	-0.160796485197984	-0.0315698203936519	0.0291159652973931
100130130	0.287515887345967	0.106742825409626	-0.253912584818055
100130134	-0.00854434357213396	0.00868817365392527	0.00673710437573138
100130291	0.000141274612285081	0.00021166342267076	0.000163321708920527
100130348	-0.157170308725211	0.077600103914679	0.059133175147668
100130449	0.593745725101928	0.360394149152899	2.71082903964585
100130464	-0.098145888611529	-0.03527400998356	0.0212758460230891
100130544	-0.941296315543141	0.906832017837065	0.0410881922821567
100130624	-0.500969488491534	0.376195542528626	-0.106263584688906
100130633	0.189417173989061	0.0556004401035848	0.00885176684164612
100130703	-0.00744663099522302	0.00757668750505136	-0.000759125057957277
100130862	-0.0190482792156752	0.127754313794903	0.290239009305814
100131005	0.108496965605124	0.300895810351435	-0.0867366809122219
100131164	-0.0633431320621289	-0.0866933829614815	0.0408029976949056
100131298	-0.0242854071819867	-0.00424601466181329	-0.00302294852022644
100131613	-0.503746674979904	0.0467096535938722	0.037603095805216
100132129	-0.103294096505471	0.0966551689883319	-0.0651960073321236
100132302	0.0664486563744537	0.0162473334017372	-0.0649511784838142
100132323	-0.336597362131358	0.385759433271643	0.00837546100164221
100132430	-0.345707811905704	0.932435877824148	1.22179129307555
100132833	-0.371468027083062	0.0746246165420992	0.0573903018996251
100133166	0.763613056979727	-0.327761632977681	-0.283167377175534
100133233	-0.230271547289701	-0.214120851406598	0.215389780609367
100133276	-0.0147349575995488	0.148750809163806	0.47646263004899
10013	-0.378713957689644	-0.0166418285008367	0.0384347098080537
10014	-0.449105961027843	0.0115707594978414	-0.119007650125131
10015	1.07648796018844	0.0732150232453019	-0.253591264720292
10016	0.867264354370893	0.128852107365658	-0.349799660332496
10017	-0.0062315129773749	0.00450774010511612	0.0094793733713372
10018	-0.0197686489166591	0.0175309504068606	0.0494337645087839
10019	0.254418115441419	-0.466184711058879	0.318531540332751
1001	-0.675434068303973	-1.74651313606569	-0.687622576799377
10020	-0.0559680173903274	-0.451378378411443	-0.99068268681998
10021	-0.0856834866455722	0.0014653549120407	-0.0235004943972132
10022	-0.0896802940084553	-0.0240803334317805	0.0140456464513088
10023	0.233533051901895	0.0838261720928619	-0.32820174246471
10024	-0.0917779022902492	0.000226579273756577	0.273397273319828
10025	-0.456074273683742	0.119365663826695	-0.156535892393884
10026	0.630027841645465	-0.288564847550955	-0.0528625425064497
1002	-0.102359918431308	-0.0597091190975858	0.0518510211761436
10036	-0.0327173443230144	0.0421084389218622	0.00337640111556858
10038	-0.364420140783791	-0.18295122113636	-0.477671945956978
10039	-0.100739821133796	-0.0401563142567509	0.111320347094098
1003	0.987010817720739	-1.14064453304398	-1.04661932613165
10040	0.268443380329519	0.350862147786861	-0.390022618501269
10042	-0.126437638965591	0.229482602957413	-0.124753857258511
10043	-0.0856038928417009	0.274683622450563	0.0441897018590867
10045	-0.302736525300976	0.187078386326541	0.201669565062153
