Gene	exp1	exp2	exp3	exp4	exp5	exp6
"1267591"	-1.54808357315689	-1.18691806542929	2.35151053308802	0.476906635842644	0.049165398985392	0.875849734227757
"1269965"	-1.00759211922549	-1.00606503953389	-0.767781990969761	-1.92840560563926	0.870458782175801	1.02581011366221
"1269986"	-0.132119525878239	0.352433968397968	0.336434864260408	1.59874984862944	-0.271485856951235	1.73866303577786
"1269993"	2.69460163105526	4.02226251097592	2.51437626754999	-1.85972090072964	1.34687043551695	-2.77852046589069
"1270247"	2.39552563322978	1.50331948656205	-2.94694974862208	0.762614944488867	-0.268498902470277	0.944035343341049
"1270511"	-1.87280321119797	2.42216936321617	1.26371008436202	0.585440181157471	2.93711705753254	-0.236548046900481
"1270539"	-0.155036471136468	3.05264112488286	-1.68157891373499	-2.19758909154728	-3.90567456411794	-0.997887340786965
"1271371"	-0.0980099266856511	2.01583331421595	0.982832393478	-1.29875532481305	1.68686421593176	-0.961015072683677
"1271421"	1.05712081481186	-1.09143849935541	-0.536100149688988	-1.04721892927283	0.661811738055049	0.87888168518396
"1271543"	0.198292160105042	-2.30784963238107	-4.22335167762515	-2.76600493611715	0.872156728113133	0.17642188055019
"1271608"	-5.71105133492442	-1.88451828387036	1.69297530753279	-4.90174519498789	-0.162230138742575	-0.31916792151013
"1271658"	-4.84113313661119	1.51821703992425	-1.91109956356907	0.370419385518392	-1.29273592739767	-2.07907163143521
"1271873"	-4.05877296174746	2.47528420611383	0.274675325583512	-0.416947015924542	-0.865265174586326	-2.98552730080906
"1271961"	-0.025904309319104	0.918548932150289	-0.779830858975007	-0.822732128467805	-1.57689520679824	-0.807303636955243
"1272077"	-0.301246297258246	-4.15866939842517	2.33851395068744	1.05325052265948	-0.278578534268549	0.360913206523643
"1272484"	-2.97619676274127	-0.955719105364675	0.994628069020489	-0.257054405723854	3.75729347791752	1.70320358619146
"1272582"	1.05230135635113	-0.462504907095591	0.642368101105743	0.548065719490238	-2.9820383077774	-0.678331784741468
"1273568"	-1.55825104196741	-0.45791788979476	2.63220537674975	1.31815782513502	-2.94624203969116	1.71718823207565
"1273588"	0.889167577324497	-1.33602373097372	-0.170413120648969	0.141481135000453	4.08823593734697	-2.89341671031797
"1273796"	1.01772222137076	0.185711633649127	-0.00587629385245663	2.02874581269544	0.659875532274293	0.919498566036131
"1273901"	1.20680258017647	-0.651150884493133	0.0800682870080667	1.64527787667543	0.605601297126943	-1.82174258686376
"1273997"	1.22105109667703	-1.17040724566084	-1.64370184177064	2.83882016129952	0.951791242837875	1.61946460425531
"1274294"	4.23397827720884	-1.72646475681673	-3.65207962467636	1.20257977036383	-0.619114847189472	1.71239344049748
"1274316"	0.300419024422225	2.53581126037821	-0.871370245492207	0.985398854195234	0.499691469566569	-1.95812205350263
"1274537"	4.41295578104044	-0.567562563169014	0.790188088309856	3.13529508652757	-1.86983594115515	0.0729919463539643
"1274732"	-0.152808382209699	1.31479046633838	-0.244009915626365	0.451935471211256	1.64008716802424	-0.124269909653612
"1274917"	-1.84964949123928	0.361445131732559	-0.358970799189294	-2.36711741641885	-0.357925021984283	2.98929424493557
"1274977"	-0.0982565613814277	0.780960834345067	1.54014912710733	-0.628522884112915	2.74460853584595	-0.263494322286056
"1275630"	1.9806445707988	2.32690842989805	-3.29291114302716	1.39196785250597	-1.21161506561573	-1.55375145159433
"1275777"	0.553091076220211	-3.8060319524112	-0.949378969128378	5.05646158666547	0.0807570690957939	-0.886067069088693
"1275917"	-0.825702657457851	1.91265978173576	-1.04936834349493	-2.14266427433451	1.83914571815805	-0.481112454257713
"1275918"	0.461390914647228	1.54554187928015	0.744370103585204	-0.81609421461259	2.31513762797342	-0.403546567331897
"1276540"	0.749620591359178	-0.105837507687044	4.56432384268719	0.373224864035411	-0.524337912165918	4.27699353219025
"1276589"	-1.74612283795271	0.538119591240683	-0.409251824381739	0.153607812213888	1.2184069867223	-0.295113178917811
"1276613"	-0.281505137566724	0.683614417036788	3.55811045650066	-0.958468023882159	4.05074584381391	-1.16190591240265
"1276614"	-3.22159188303051	3.6444642267795	3.29342461712113	-1.90421128742546	0.558337372217722	7.01795379187647
"1276738"	-1.26179913414356	2.83464633779226	-2.95424557120874	1.53382361965169	1.78184885160986	2.51545671269317
