Gene	exp1	exp2	exp3	exp4	exp5	exp6
"1269471"	-1.70308004704425	0.15974731582314	-0.151903773818078	-2.91670781080167	-1.25550116776148	0.914905333931739
"1269588"	2.13259015673517	0.905212855306965	-1.28983703389448	1.69193643968983	1.07455229790181	-0.290722664625411
"1269946"	-0.945301699587451	1.28029735885927	0.496200825584294	-0.623628096423953	-0.097165955882195	-1.94514602688978
"1270319"	0.172617345118025	0.587772630224689	-0.983827815736396	4.26802458720999	2.05052489143115	5.10022872234967
"1270613"	-1.95036582349715	-0.814839847734507	-0.114616588894826	2.15225420855521	2.06351140787666	-1.33849451474153
"1271667"	2.19125221865376	-0.733252853189713	1.32835907090682	1.37278934657214	1.32489896546493	-2.37458504162555
"1271811"	-1.45640005926685	1.86220624050158	0.897735456661818	2.01403286810976	-0.155802697873061	-1.41337092510388
"1272167"	0.00170522695869448	-0.95458375272425	2.10134048777159	0.397821721507968	-0.159633108267426	1.63705648959388
"1272830"	2.03673906063946	1.58387212484142	2.67090356084107	-0.340079945883601	-3.40931081302543	-1.44003852838305
"1273279"	-0.836715837804909	2.48227146884786	-0.411225462032963	0.370554040393411	-0.880587792319819	2.18301604719904
"1273294"	0.138771820325267	-0.67269356686773	-0.40684241525467	1.33916560928376	0.365238833803811	1.39323221690992
"1273540"	-0.818019492121071	1.43936587268717	-3.22849219638497	0.172579506947603	0.868752495512926	-1.58190222592021
"1273566"	3.831028278225	-0.505753873868939	-0.975876457252025	-3.61784008832249	0.985541096525648	1.21607066579933
"1274144"	0.272302244674858	1.52738782232682	3.21290564345056	1.8591161461604	1.24972419975263	-4.18430987159057
"1274210"	-1.32342071779223	-2.88479779493561	0.766925917084391	0.0117196914334379	-1.09793184640263	3.29726400909676
"1274265"	-1.58019881782518	-0.948055614597244	1.54777512659711	2.32840480909961	1.48030644633815	0.876624675636807
"1274373"	1.72916990721973	-1.51706901714942	0.338072579939235	3.06877253946164	0.632201732534164	1.91263177266306
"1274375"	-2.7751223173696	1.43543668225913	-0.679534902731571	1.60050747819892	-1.13248161975585	1.56911162833704
"1274542"	-0.505243354517542	-2.86806814204957	2.57200425915097	-1.30549102520223	1.92713817594504	-1.00409558994754
"1276054"	-1.58218891735158	1.46244419090975	-0.374089662688631	-2.14243426676158	-1.05660656550565	0.676057975484671
"1276995"	0.063092751694573	-1.91885116021278	-1.35975123964278	2.37499580745283	0.970586487311731	0.141582560864228
"1277375"	-1.36634113729545	1.27318476137242	-0.885426188984654	1.05556786609666	-1.41915480807909	1.35587666254693
"1277437"	2.46229317158952	-1.47609372800926	-1.56459060194927	0.966235702898345	-0.124064083383585	-0.634007803615901
"1277672"	1.96898985135567	2.45252544052095	0.29273124562026	-0.299313941472022	0.820917799058195	2.14845353132301
"1277824"	3.16221562648349	1.2582688130741	-2.02067983290951	5.37548993505205	3.0399669556752	0.052287624661666
"1278755"	0.00224586037867049	1.78635076877213	-0.844493068201073	1.4136843416344	3.89851263619373	1.62239149524677
"1278838"	0.537556679348586	1.87038058851454	1.25994446702102	0.906992454464701	1.90864910275022	2.0985659912663
"1279285"	-2.71563716403425	1.59012937773886	1.9729406363561	-1.60517756047883	-1.82804670351559	0.778489281116261
"1279437"	-1.63810366260333	2.26244631579402	0.318565789155916	-0.280976250343859	-1.15773596107825	2.64279357301719
"1279594"	2.68053062408305	1.52623032102384	0.941241893708803	-1.62603136390808	1.91861957250668	1.38053714796026
"1279917"	1.86614756187074	1.66812494673058	-2.61247113529887	-0.404848901450109	0.945456665557683	1.465477110936
"1281234"	2.71442587053307	-1.54105104602468	-1.57225347400154	3.45258817729756	-0.16011330348658	0.693037464162005
"1281939"	1.46520241316842	0.94346946007972	0.67865731192207	-1.44379609930071	-1.04233636174313	-2.0482229980766
"4576788"	-0.608344358216596	3.81273463409784	1.57811592095875	-0.873087767846376	-0.734401580955704	0.46307723763204
"4578232"	3.64975321426572	-1.7818223642775	2.57448255379176	0.569265584605584	-2.40326826268197	0.113468961828455
