Gene	exp1	exp2	exp3	exp4	exp5	exp6
"1267591"	-1.54808357315689	-1.18691806542929	2.35151053308802	0.476906635842644	0.049165398985392	0.875849734227757
"1269185"	-1.11325187121913	-1.30656594289785	-4.33970818410042	0.183260049911805	0.360989490394666	0.56073915175369
"1269297"	1.28345870219008	-2.65894871439297	1.87479288492252	1.77865123912786	0.52961076005705	-0.363386440140232
"1269328"	-0.761088434777851	-0.096225761674094	0.000631705084698064	-0.400481204094095	-0.0240090373807424	-1.02315459055135
"1269521"	-0.939430093438055	-1.40322751111704	-2.09236825305095	0.589489338628675	1.33473604482976	0.548429302845138
"1269596"	-2.35337305726633	-0.959617961359316	0.248587769996882	-2.14850709097762	-3.11653964698467	-2.5101871732981
"1269950"	-4.64754957690772	1.97084960305463	0.0162601631919901	-1.97417383755033	4.01424193131692	1.14760017694199
"1269965"	-1.00759211922549	-1.00606503953389	-0.767781990969761	-1.92840560563926	0.870458782175801	1.02581011366221
"1269986"	-0.132119525878239	0.352433968397968	0.336434864260408	1.59874984862944	-0.271485856951235	1.73866303577786
"1270247"	2.39552563322978	1.50331948656205	-2.94694974862208	0.762614944488867	-0.268498902470277	0.944035343341049
"1270392"	-1.78358976718883	1.99922562714856	0.100489431500513	2.70748348541718	0.939034177643798	2.73599902185575
"1270539"	-0.155036471136468	3.05264112488286	-1.68157891373499	-2.19758909154728	-3.90567456411794	-0.997887340786965
"1270793"	-1.08783055863856	3.90452287839736	3.17132549998431	3.96232046119529	-2.32898726411918	5.13630376407358
"1270820"	-0.859103237673238	1.0439279612873	-2.01842224886293	-0.637066643357413	-1.23588555309046	1.29942626461957
"1271227"	0.791902700990599	-0.560529306493924	0.519280612888263	0.12572975005285	-2.8098094926342	1.07456806655093
"1271371"	-0.0980099266856511	2.01583331421595	0.982832393478	-1.29875532481305	1.68686421593176	-0.961015072683677
"1271643"	0.793600497811606	11.257821192696	-4.31160125409624	1.47436229369755	-3.22338441550031	0.733052025126653
"1271829"	2.88486997537025	-2.08040666078253	1.62314325282814	-0.134315544901889	0.725952861658613	0.47706535403688
"1271873"	-4.05877296174746	2.47528420611383	0.274675325583512	-0.416947015924542	-0.865265174586326	-2.98552730080906
"1271978"	3.55640684246148	-2.0385814562356	-2.4573501376447	-0.885821327418596	1.36782397968792	1.33098516644502
"1271986"	0.062592977853825	1.5221123760185	2.0074292564526	-0.218391399175827	-1.18426771050415	0.77934962921204
"1272022"	-0.138346253671711	-0.076403439276723	0.19575823090551	1.99138298835755	0.185475751185035	0.117950727790071
"1272025"	2.49551118281368	-4.57753825243189	0.135187074249666	1.67951123844887	-5.59698144048748	3.61559581507275
"1272084"	-2.75551086440879	-2.01482156321215	-1.91856567033705	-2.32474659869765	-3.21262742984452	-0.976705055576443
"1272085"	0.0109635537178745	6.12767381262637	2.67379284122816	-2.0368823381891	1.30990272751813	0.913303058487803
"1272181"	2.00489167226305	-2.98481347335851	-2.68985075272187	-2.39873761016064	1.58361789997263	-2.10741040459616
"1272318"	0.72146193009658	0.942893989138143	-0.715508381808975	0.827116526804777	3.34194586425486	-2.55307208314651
"1272484"	-2.97619676274127	-0.955719105364675	0.994628069020489	-0.257054405723854	3.75729347791752	1.70320358619146
"1272602"	2.34737966885081	0.783334567554904	1.22997540819938	-0.0944133473598897	2.24817082626571	0.585664248017098
"1272781"	1.5105186292714	4.47609716453587	-5.69659271621008	2.02381242506344	2.66979605978606	-0.693885556214506
"1272957"	0.831590680351683	3.88449367826737	-2.81911488259719	-1.82676914302451	-1.94438210521131	-2.04550038758117
"1273035"	-4.09550077100989	-2.0897443400683	1.9582961067724	2.67656723696737	-5.23235071926275	1.6902126211281
"1273568"	-1.55825104196741	-0.45791788979476	2.63220537674975	1.31815782513502	-2.94624203969116	1.71718823207565
"1273584"	-0.285753039563735	0.604954281017638	-1.91777223973773	-1.33040546268803	-0.445900981889017	-1.12260361466293
"1273588"	0.889167577324497	-1.33602373097372	-0.170413120648969	0.141481135000453	4.08823593734697	-2.89341671031797
"1273901"	1.20680258017647	-0.651150884493133	0.0800682870080667	1.64527787667543	0.605601297126943	-1.82174258686376
"1273943"	-1.71544518231534	-1.23013063006673	0.955468464030165	1.07292288397094	0.496167272817219	2.05510777278425
"1274294"	4.23397827720884	-1.72646475681673	-3.65207962467636	1.20257977036383	-0.619114847189472	1.71239344049748
"1274316"	0.300419024422225	2.53581126037821	-0.871370245492207	0.985398854195234	0.499691469566569	-1.95812205350263
"1274458"	0.993294450199776	1.33945154103468	-2.82396324468594	2.92181804746468	-0.829477547940339	0.909150816539731
"1274537"	4.41295578104044	-0.567562563169014	0.790188088309856	3.13529508652757	-1.86983594115515	0.0729919463539643
"1274647"	1.17400790127594	0.807689026056131	-2.79178824609421	2.30842153714133	0.457262763278461	0.4895703458638
"1274705"	1.10268181584178	-0.0965906759508211	3.24355554701285	-0.079103076546729	1.97880217795433	-3.57467071057336
"1274732"	-0.152808382209699	1.31479046633838	-0.244009915626365	0.451935471211256	1.64008716802424	-0.124269909653612
"1274840"	1.99919952407859	-0.079328538874769	1.53195950309245	1.55069959689353	0.686299292505811	3.74647713699314
"1275069"	0.798448997944855	-0.801885762777251	4.43565050386875	-1.96303149391582	0.947348013661944	-4.65456964868519
"1275495"	0.830498227632866	-0.0200247337822739	2.16622561017328	1.4028139090565	1.76732582513298	1.91701277604829
