kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
93 6240 RRM1 gene 450 637 46 17 0.443227357921356 1.4438567237887 1.21965200443598 #D3D3D3 #F43535 #E96A6A
100 790 CAD gene 128 264 46 17 -0.274191949570089 0.192467429405394 0.176530171220595 #6AE96A #9EDE9E #9EDE9E
106 790 CAD gene 128 192 46 17 -0.274191949570089 0.192467429405394 0.176530171220595 #6AE96A #9EDE9E #9EDE9E
107 790 CAD gene 179 154 46 17 -0.274191949570089 0.192467429405394 0.176530171220595 #6AE96A #9EDE9E #9EDE9E
110 7372 UMPS gene 422 154 46 17 0.725528773014499 0.00999631015605296 -0.401770347499484 #D3D3D3 #9EDE9E #35F435
111 87178 PNPT1 gene 280 196 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
112 661 POLR3D gene 280 228 46 17 0.157626322622766 4.04320080019425 -2.16687488733089 #9EDE9E #FF0000 #00FF00
113 4830 NME1 gene 395 237 46 17 0.764097426569336 2.25397677167461 -0.905956793228083 #D3D3D3 #FF0000 #00FF00
114 51727 CMPK1 gene 505 226 46 17 0.145316025179151 -0.289948900857574 -0.4870638892756 #9EDE9E #6AE96A #35F435
116 1503 CTPS1 gene 334 306 46 17 0.038803119344845 0.781748769822593 0.801823767414624 #9EDE9E #D3D3D3 #DE9E9E
117 953 ENTPD1 gene 395 259 46 17 0.30386917610803 -1.08935149960707 0.00564425924449889 #D3D3D3 #00FF00 #9EDE9E
119 955 ENTPD6 gene 505 184 46 17 1.64670087257938 1.58400913977479 0.923621772798197 #F43535 #F43535 #DE9E9E
120 953 ENTPD1 gene 505 205 46 17 0.30386917610803 -1.08935149960707 0.00564425924449889 #D3D3D3 #00FF00 #9EDE9E
121 139596 UPRT gene 633 275 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
122 7371 UCK2 gene 633 228 46 17 -0.155307655627907 0.607829676734883 -0.0549101538559756 #6AE96A #D3D3D3 #9EDE9E
123 4907 NT5E gene 633 247 46 17 -0.596499207297885 -0.725517413820503 1.09997020338211 #35F435 #00FF00 #DE9E9E
124 7378 UPP1 gene 768 228 46 17 -0.0358352771115653 0.185557220639853 1.03510225813895 #9EDE9E #9EDE9E #DE9E9E
127 1806 DPYD gene 904 247 46 17 -1.15192184158127 0.014131373925089 -0.0803968053836215 #00FF00 #9EDE9E #9EDE9E
128 1807 DPYS gene 1011 237 46 17 -0.0939732191603611 0.0161982297728684 -0.0187098238224852 #9EDE9E #9EDE9E #9EDE9E
129 51733 UPB1 gene 1107 237 46 17 0.00724125754331784 0.0173418456993018 -0.0364928118314927 #9EDE9E #9EDE9E #9EDE9E
130 661 POLR3D gene 283 344 46 17 0.157626322622766 4.04320080019425 -2.16687488733089 #9EDE9E #FF0000 #00FF00
131 87178 PNPT1 gene 283 366 46 17 NA NA NA #FFFFFF #FFFFFF #FFFFFF
132 953 ENTPD1 gene 394 328 46 17 0.30386917610803 -1.08935149960707 0.00564425924449889 #D3D3D3 #00FF00 #9EDE9E
133 4830 NME1 gene 394 347 46 17 0.764097426569336 2.25397677167461 -0.905956793228083 #D3D3D3 #FF0000 #00FF00
134 953 ENTPD1 gene 505 347 46 17 0.30386917610803 -1.08935149960707 0.00564425924449889 #D3D3D3 #00FF00 #9EDE9E
135 51727 CMPK1 gene 505 328 46 17 0.145316025179151 -0.289948900857574 -0.4870638892756 #9EDE9E #6AE96A #35F435
136 7371 UCK2 gene 651 332 46 17 -0.155307655627907 0.607829676734883 -0.0549101538559756 #6AE96A #D3D3D3 #9EDE9E
137 4907 NT5E gene 603 343 46 17 -0.596499207297885 -0.725517413820503 1.09997020338211 #35F435 #00FF00 #DE9E9E
138 978 CDA gene 694 299 46 17 -0.00247603440769151 -0.107730986144666 -0.0683663537223218 #9EDE9E #6AE96A #9EDE9E
145 7296 TXNRD1 gene 144 481 46 17 0.255271814897083 0.432822034516341 0.535437591416865 #D3D3D3 #D3D3D3 #D3D3D3
147 7296 TXNRD1 gene 275 416 46 17 0.255271814897083 0.432822034516341 0.535437591416865 #D3D3D3 #D3D3D3 #D3D3D3
149 7296 TXNRD1 gene 391 416 46 17 0.255271814897083 0.432822034516341 0.535437591416865 #D3D3D3 #D3D3D3 #D3D3D3
150 6240 RRM1 gene 450 416 46 17 0.443227357921356 1.4438567237887 1.21965200443598 #D3D3D3 #F43535 #E96A6A
151 4830 NME1 gene 395 471 46 17 0.764097426569336 2.25397677167461 -0.905956793228083 #D3D3D3 #FF0000 #00FF00
153 5422 POLA1 gene 231 554 46 17 0.262818586235927 -0.83775848975751 0.231224440565465 #D3D3D3 #00FF00 #D3D3D3
154 51727 CMPK1 gene 505 480 46 17 0.145316025179151 -0.289948900857574 -0.4870638892756 #9EDE9E #6AE96A #35F435
156 79077 DCTPP1 gene 446 505 46 17 0.118871775024717 -0.19568282394491 0.00464851412064249 #9EDE9E #6AE96A #9EDE9E
157 1633 DCK gene 633 461 46 17 0.325499801649214 -0.136379384754491 0.0837682541038625 #D3D3D3 #6AE96A #9EDE9E
158 4907 NT5E gene 633 480 46 17 -0.596499207297885 -0.725517413820503 1.09997020338211 #35F435 #00FF00 #DE9E9E
159 1635 DCTD gene 584 508 46 17 0.42652061033951 0.0393704987417234 -0.170828150098011 #D3D3D3 #9EDE9E #6AE96A
160 1854 DUT gene 446 549 46 17 -0.130175811559452 -0.244413636120209 -0.197798540356921 #6AE96A #6AE96A #6AE96A
161 4830 NME1 gene 391 571 46 17 0.764097426569336 2.25397677167461 -0.905956793228083 #D3D3D3 #FF0000 #00FF00
163 1841 DTYMK gene 504 579 46 17 0.0339647743765363 0.136284424018259 0.0485403810930638 #9EDE9E #9EDE9E #9EDE9E
164 7083 TK1 gene 633 571 46 17 -0.341389924476306 -0.471925945535867 1.17251483615729 #6AE96A #35F435 #E96A6A
165 978 CDA gene 693 508 46 17 -0.00247603440769151 -0.107730986144666 -0.0683663537223218 #9EDE9E #6AE96A #9EDE9E
167 4860 PNP gene 761 569 46 17 -0.0993980714350009 0.904916334485042 0.61739809087589 #9EDE9E #DE9E9E #D3D3D3
168 1890 TYMP gene 761 590 46 17 0.562872427167669 0.274307623036718 0.379842174617749 #D3D3D3 #D3D3D3 #D3D3D3
169 7296 TXNRD1 gene 394 637 46 17 0.255271814897083 0.432822034516341 0.535437591416865 #D3D3D3 #D3D3D3 #D3D3D3
170 7298 TYMS gene 538 636 46 17 0.502202645899581 0.244319394680639 0.948914785948859 #D3D3D3 #D3D3D3 #DE9E9E
171 5422 POLA1 gene 282 704 46 17 0.262818586235927 -0.83775848975751 0.231224440565465 #D3D3D3 #00FF00 #D3D3D3
172 4830 NME1 gene 393 703 46 17 0.764097426569336 2.25397677167461 -0.905956793228083 #D3D3D3 #FF0000 #00FF00
173 953 ENTPD1 gene 393 730 46 17 0.30386917610803 -1.08935149960707 0.00564425924449889 #D3D3D3 #00FF00 #9EDE9E
175 1841 DTYMK gene 506 694 46 17 0.0339647743765363 0.136284424018259 0.0485403810930638 #9EDE9E #9EDE9E #9EDE9E
176 953 ENTPD1 gene 506 713 46 17 0.30386917610803 -1.08935149960707 0.00564425924449889 #D3D3D3 #00FF00 #9EDE9E
177 4907 NT5E gene 633 673 46 17 -0.596499207297885 -0.725517413820503 1.09997020338211 #35F435 #00FF00 #DE9E9E
178 7083 TK1 gene 633 704 46 17 -0.341389924476306 -0.471925945535867 1.17251483615729 #6AE96A #35F435 #E96A6A
180 1890 TYMP gene 761 713 46 17 0.562872427167669 0.274307623036718 0.379842174617749 #D3D3D3 #D3D3D3 #D3D3D3
184 1806 DPYD gene 904 714 46 17 -1.15192184158127 0.014131373925089 -0.0803968053836215 #00FF00 #9EDE9E #9EDE9E
186 1807 DPYS gene 1011 705 46 17 -0.0939732191603611 0.0161982297728684 -0.0187098238224852 #9EDE9E #9EDE9E #9EDE9E
187 51733 UPB1 gene 1107 704 46 17 0.00724125754331784 0.0173418456993018 -0.0364928118314927 #9EDE9E #9EDE9E #9EDE9E
189 1723 DHODH gene 290 173 46 17 -0.377506051532039 -0.126523453079231 -0.161032779043873 #6AE96A #6AE96A #6AE96A
190 79077 DCTPP1 gene 505 461 46 17 0.118871775024717 -0.19568282394491 0.00464851412064249 #9EDE9E #6AE96A #9EDE9E
193 7372 UMPS gene 519 154 46 17 0.725528773014499 0.00999631015605296 -0.401770347499484 #D3D3D3 #9EDE9E #35F435
198 3704 ITPA gene 505 293 46 17 -0.449536038251107 0.18986519968086 -0.147768292183008 #35F435 #9EDE9E #6AE96A
202 3704 ITPA gene 446 528 46 17 -0.449536038251107 0.18986519968086 -0.147768292183008 #35F435 #9EDE9E #6AE96A
203 318 NUDT2 gene 394 182 46 17 -0.0795374359940739 0.189531182743697 -0.0778175438561624 #9EDE9E #9EDE9E #9EDE9E
304 7378 UPP1 gene 761 542 46 17 -0.0358352771115653 0.185557220639853 1.03510225813895 #9EDE9E #9EDE9E #DE9E9E
305 4907 NT5E gene 633 590 46 17 -0.596499207297885 -0.725517413820503 1.09997020338211 #35F435 #00FF00 #DE9E9E
